type,item,dist,roundedFreq,frequency,val
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.448107557122745
predictive,S1,rare_weak,0.225,20,0.632194531981446
predictive,S1,rare_weak,0.725,70,0.9315901122819111
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6987014448496927
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.34167768736519144
predictive,S1,rare_deterministic,0.725,70,0.8043812585858279
prior,mixture,common_deterministic,NA,NA,0.9566539224610513
prior,stableFreq,common_deterministic,mean,NA,0.8969900825470297
prior,stableFreq,common_deterministic,sampleSize,NA,57.43908389544353
predictive,S1,common_deterministic,0.225,20,0.08577148237294453
predictive,S1,common_deterministic,0.725,70,0.42637383374438137
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,15.754352621734142
predictive,S1,common_weak,0.225,20,0.5530540496107252
predictive,S1,common_weak,0.725,70,0.9074383436903409
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.7808856667613262
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.448107557122745
predictive,S1,rare_weak,0.225,20,0.632194531981446
predictive,S1,rare_weak,0.725,70,0.9315901122819111
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6987014448496927
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.34167768736519144
predictive,S1,rare_deterministic,0.725,70,0.8043812585858279
prior,mixture,common_deterministic,NA,NA,0.9234778962581505
prior,stableFreq,common_deterministic,mean,NA,0.739283079635465
prior,stableFreq,common_deterministic,sampleSize,NA,55.4710305023776
predictive,S1,common_deterministic,0.225,20,0.12272152757592088
predictive,S1,common_deterministic,0.725,70,0.5256838480065439
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.7808856667613262
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.448107557122745
predictive,S1,rare_weak,0.225,20,0.632194531981446
predictive,S1,rare_weak,0.725,70,0.9315901122819111
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6987014448496927
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.34167768736519144
predictive,S1,rare_deterministic,0.725,70,0.8043812585858279
prior,mixture,common_deterministic,NA,NA,0.9234778962581505
prior,stableFreq,common_deterministic,mean,NA,0.7382502013632297
prior,stableFreq,common_deterministic,sampleSize,NA,55.4710305023776
predictive,S1,common_deterministic,0.225,20,0.12298604704376989
predictive,S1,common_deterministic,0.725,70,0.5262958631884371
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.8936284781096154
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.309685883628572
predictive,S1,rare_weak,0.225,20,0.5789398532358907
predictive,S1,rare_weak,0.725,70,0.9159196291885124
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.7170291566516686
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3317344790665558
predictive,S1,rare_deterministic,0.725,70,0.797280269794905
prior,mixture,common_deterministic,NA,NA,0.8957153142599472
prior,stableFreq,common_deterministic,mean,NA,0.7382502013632297
prior,stableFreq,common_deterministic,sampleSize,NA,52.428804513330164
predictive,S1,common_deterministic,0.225,20,0.12876555536971562
predictive,S1,common_deterministic,0.725,70,0.5393720248277676
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.8936284781096154
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.309685883628572
predictive,S1,rare_weak,0.225,20,0.5789398532358907
predictive,S1,rare_weak,0.725,70,0.9159196291885124
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3682270852458756
predictive,S1,rare_deterministic,0.725,70,0.8219920323995002
prior,mixture,common_deterministic,NA,NA,0.8957153142599472
prior,stableFreq,common_deterministic,mean,NA,0.7382502013632297
prior,stableFreq,common_deterministic,sampleSize,NA,60.194732095843705
predictive,S1,common_deterministic,0.225,20,0.12876555797270467
predictive,S1,common_deterministic,0.725,70,0.5393720305924653
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.8936284781096154
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.309685883628572
predictive,S1,rare_weak,0.225,20,0.5789398532358907
predictive,S1,rare_weak,0.725,70,0.9159196291885124
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3682270852458756
predictive,S1,rare_deterministic,0.725,70,0.8219920323995002
prior,mixture,common_deterministic,NA,NA,0.8957153142599472
prior,stableFreq,common_deterministic,mean,NA,0.7382502013632297
prior,stableFreq,common_deterministic,sampleSize,NA,60.194732095843705
predictive,S1,common_deterministic,0.225,20,0.12876555797270467
predictive,S1,common_deterministic,0.725,70,0.5393720305924653
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.8936284781096154
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.309685883628572
predictive,S1,rare_weak,0.225,20,0.5789398532358907
predictive,S1,rare_weak,0.725,70,0.9159196291885124
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3682270852458756
predictive,S1,rare_deterministic,0.725,70,0.8219920323995002
prior,mixture,common_deterministic,NA,NA,0.9638231126499479
prior,stableFreq,common_deterministic,mean,NA,0.7382502013632297
prior,stableFreq,common_deterministic,sampleSize,NA,56.0296328396374
predictive,S1,common_deterministic,0.225,20,0.11526200376027705
predictive,S1,common_deterministic,0.725,70,0.5079115546151696
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.8936284781096154
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.309685883628572
predictive,S1,rare_weak,0.225,20,0.5789398532358907
predictive,S1,rare_weak,0.725,70,0.9159196291885124
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3682270852458756
predictive,S1,rare_deterministic,0.725,70,0.8219920323995002
prior,mixture,common_deterministic,NA,NA,0.9903443718758461
prior,stableFreq,common_deterministic,mean,NA,0.6123193643802047
prior,stableFreq,common_deterministic,sampleSize,NA,58.814977373259666
predictive,S1,common_deterministic,0.225,20,0.14729848770082885
predictive,S1,common_deterministic,0.725,70,0.5778086420095414
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.8204628685091961
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.309685883628572
predictive,S1,rare_weak,0.225,20,0.6129103591851248
predictive,S1,rare_weak,0.725,70,0.9261701591273616
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3682270852458756
predictive,S1,rare_deterministic,0.725,70,0.8219920323995002
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6717193894834459
prior,stableFreq,common_deterministic,sampleSize,NA,58.814977373259666
predictive,S1,common_deterministic,0.225,20,0.15573818629929093
predictive,S1,common_deterministic,0.725,70,0.5937395341790427
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.15985860209912
predictive,S1,common_weak,0.225,20,0.5530973510577163
predictive,S1,common_weak,0.725,70,0.9074530566860849
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.8204628685091961
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.309685883628572
predictive,S1,rare_weak,0.225,20,0.6129103591851248
predictive,S1,rare_weak,0.725,70,0.9261701591273616
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3682270852458756
predictive,S1,rare_deterministic,0.725,70,0.8219920323995002
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6717193894834459
prior,stableFreq,common_deterministic,sampleSize,NA,58.814977373259666
predictive,S1,common_deterministic,0.225,20,0.15573818629929093
predictive,S1,common_deterministic,0.725,70,0.5937395341790427
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,14.12848565261811
predictive,S1,common_weak,0.225,20,0.5529888686653799
predictive,S1,common_weak,0.725,70,0.9074161930185868
param,speakerOptimality,S1,NA,NA,1.7456910156902112
prior,mixture,rare_weak,NA,NA,0.9277264035008204
prior,stableFreq,rare_weak,mean,NA,0.20714054502157295
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5747282824223815
predictive,S1,rare_weak,0.725,70,0.9387821131378454
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3467109562993418
predictive,S1,rare_deterministic,0.725,70,0.8575937606513251
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6717193894834459
prior,stableFreq,common_deterministic,sampleSize,NA,58.814977373259666
predictive,S1,common_deterministic,0.225,20,0.12092832589647134
predictive,S1,common_deterministic,0.725,70,0.6095227358868711
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,14.12848565261811
predictive,S1,common_weak,0.225,20,0.562098237268993
predictive,S1,common_weak,0.725,70,0.9357554306131635
param,speakerOptimality,S1,NA,NA,2.0486896380021697
prior,mixture,rare_weak,NA,NA,0.9277264035008204
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5718601190092456
predictive,S1,rare_weak,0.725,70,0.9169535878714186
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3656533247729133
predictive,S1,rare_deterministic,0.725,70,0.8265402239813778
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6717193894834459
prior,stableFreq,common_deterministic,sampleSize,NA,62.89151411809266
predictive,S1,common_deterministic,0.225,20,0.15123099872846799
predictive,S1,common_deterministic,0.725,70,0.5956167054916521
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,14.12848565261811
predictive,S1,common_weak,0.225,20,0.55406802492242
predictive,S1,common_weak,0.725,70,0.9112774908279347
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9589230536833565
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5580973765101827
predictive,S1,rare_weak,0.725,70,0.9125883780142557
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3656533247729133
predictive,S1,rare_deterministic,0.725,70,0.8265402239813778
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6717193894834459
prior,stableFreq,common_deterministic,sampleSize,NA,62.89151411809266
predictive,S1,common_deterministic,0.225,20,0.15123099872846799
predictive,S1,common_deterministic,0.725,70,0.5956167054916521
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,14.12848565261811
predictive,S1,common_weak,0.225,20,0.55406802492242
predictive,S1,common_weak,0.725,70,0.9112774908279347
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9589230536833565
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5580973765101827
predictive,S1,rare_weak,0.725,70,0.9125883780142557
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.6531076932552684
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3656533247729133
predictive,S1,rare_deterministic,0.725,70,0.8265402239813778
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6768571656012177
prior,stableFreq,common_deterministic,sampleSize,NA,62.89151411809266
predictive,S1,common_deterministic,0.225,20,0.14948766553538717
predictive,S1,common_deterministic,0.725,70,0.5923256193267078
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,14.12848565261811
predictive,S1,common_weak,0.225,20,0.55406802492242
predictive,S1,common_weak,0.725,70,0.9112774908279347
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9589230536833565
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5580973765101827
predictive,S1,rare_weak,0.725,70,0.9125883780142557
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.7508114391233254
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.310982818194148
predictive,S1,rare_deterministic,0.725,70,0.7886295202548234
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6768571656012177
prior,stableFreq,common_deterministic,sampleSize,NA,62.89151411809266
predictive,S1,common_deterministic,0.225,20,0.14948766553538717
predictive,S1,common_deterministic,0.725,70,0.5923256193267078
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,14.551299733575433
predictive,S1,common_weak,0.225,20,0.5540872739762853
predictive,S1,common_weak,0.725,70,0.9112837895153854
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.792015302863524
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.6355020863633924
predictive,S1,rare_weak,0.725,70,0.9351182932826663
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.7508114391233254
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.310982818194148
predictive,S1,rare_deterministic,0.725,70,0.7886295202548234
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6768571656012177
prior,stableFreq,common_deterministic,sampleSize,NA,61.49899136115104
predictive,S1,common_deterministic,0.225,20,0.14948766553824866
predictive,S1,common_deterministic,0.725,70,0.5923256193321423
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.97911742469296
predictive,S1,common_weak,0.225,20,0.5542002663658508
predictive,S1,common_weak,0.725,70,0.9113207558883053
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9035352471588111
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5827601985665769
predictive,S1,rare_weak,0.725,70,0.9202924681205722
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.7508114391233254
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.310982818194148
predictive,S1,rare_deterministic,0.725,70,0.7886295202548234
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6768571656012177
prior,stableFreq,common_deterministic,sampleSize,NA,64.97712671363965
predictive,S1,common_deterministic,0.225,20,0.1494876655263778
predictive,S1,common_deterministic,0.725,70,0.5923256193095965
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.97911742469296
predictive,S1,common_weak,0.225,20,0.5542002663658508
predictive,S1,common_weak,0.725,70,0.9113207558883053
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9035352471588111
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5827601985665769
predictive,S1,rare_weak,0.725,70,0.9202924681205722
prior,mixture,rare_deterministic,NA,NA,0.4553489596117282
prior,stableFreq,rare_deterministic,mean,NA,0.7508114391233254
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.310982818194148
predictive,S1,rare_deterministic,0.725,70,0.7886295202548234
prior,mixture,common_deterministic,NA,NA,0.8670633756997866
prior,stableFreq,common_deterministic,mean,NA,0.6768571656012177
prior,stableFreq,common_deterministic,sampleSize,NA,64.97712671363965
predictive,S1,common_deterministic,0.225,20,0.1494876655263778
predictive,S1,common_deterministic,0.725,70,0.5923256193095965
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.97911742469296
predictive,S1,common_weak,0.225,20,0.5542002663658508
predictive,S1,common_weak,0.725,70,0.9113207558883053
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9035352471588111
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5827601985665769
predictive,S1,rare_weak,0.725,70,0.9202924681205722
prior,mixture,rare_deterministic,NA,NA,0.43414612901396993
prior,stableFreq,rare_deterministic,mean,NA,0.7508114391233254
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.32894463038645033
predictive,S1,rare_deterministic,0.725,70,0.8020649376271437
prior,mixture,common_deterministic,NA,NA,0.7333598283058159
prior,stableFreq,common_deterministic,mean,NA,0.6768571656012177
prior,stableFreq,common_deterministic,sampleSize,NA,64.97712671363965
predictive,S1,common_deterministic,0.225,20,0.19069566255120105
predictive,S1,common_deterministic,0.725,70,0.660767541046706
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.97911742469296
predictive,S1,common_weak,0.225,20,0.5542002663658508
predictive,S1,common_weak,0.725,70,0.9113207558883053
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9035352471588111
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5827601985665769
predictive,S1,rare_weak,0.725,70,0.9202924681205722
prior,mixture,rare_deterministic,NA,NA,0.43414612901396993
prior,stableFreq,rare_deterministic,mean,NA,0.7508114391233254
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.32894463038645033
predictive,S1,rare_deterministic,0.725,70,0.8020649376271437
prior,mixture,common_deterministic,NA,NA,0.7333598283058159
prior,stableFreq,common_deterministic,mean,NA,0.6768571656012177
prior,stableFreq,common_deterministic,sampleSize,NA,65.07042442055658
predictive,S1,common_deterministic,0.225,20,0.19069566255041245
predictive,S1,common_deterministic,0.725,70,0.6607675410455592
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.97911742469296
predictive,S1,common_weak,0.225,20,0.5542002663658508
predictive,S1,common_weak,0.725,70,0.9113207558883053
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9035352471588111
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5827601985665769
predictive,S1,rare_weak,0.725,70,0.9202924681205722
prior,mixture,rare_deterministic,NA,NA,0.43414612901396993
prior,stableFreq,rare_deterministic,mean,NA,0.6381266813951958
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3945880192396805
predictive,S1,rare_deterministic,0.725,70,0.8434527261638951
prior,mixture,common_deterministic,NA,NA,0.7333598283058159
prior,stableFreq,common_deterministic,mean,NA,0.8763918473200141
prior,stableFreq,common_deterministic,sampleSize,NA,65.07042442055658
predictive,S1,common_deterministic,0.225,20,0.12936855780814055
predictive,S1,common_deterministic,0.725,70,0.5512343941289694
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.97911742469296
predictive,S1,common_weak,0.225,20,0.5542002663658508
predictive,S1,common_weak,0.725,70,0.9113207558883053
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9035352471588111
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5827601985665769
predictive,S1,rare_weak,0.725,70,0.9202924681205722
prior,mixture,rare_deterministic,NA,NA,0.43414612901396993
prior,stableFreq,rare_deterministic,mean,NA,0.6381266813951958
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3945880192396805
predictive,S1,rare_deterministic,0.725,70,0.8434527261638951
prior,mixture,common_deterministic,NA,NA,0.7333598283058159
prior,stableFreq,common_deterministic,mean,NA,0.8889788416531175
prior,stableFreq,common_deterministic,sampleSize,NA,69.62831121709436
predictive,S1,common_deterministic,0.225,20,0.12655090599890392
predictive,S1,common_deterministic,0.725,70,0.5449799629548346
prior,mixture,common_weak,NA,NA,0.9979054172571195
prior,stableFreq,common_weak,mean,NA,0.200005665863122
prior,stableFreq,common_weak,sampleSize,NA,17.97911742469296
predictive,S1,common_weak,0.225,20,0.5542002663658508
predictive,S1,common_weak,0.725,70,0.9113207558883053
param,speakerOptimality,S1,NA,NA,1.7815204250797159
prior,mixture,rare_weak,NA,NA,0.9035352471588111
prior,stableFreq,rare_weak,mean,NA,0.20396945880336487
prior,stableFreq,rare_weak,sampleSize,NA,1.3625992044820032
predictive,S1,rare_weak,0.225,20,0.5827601985665769
predictive,S1,rare_weak,0.725,70,0.9202924681205722
prior,mixture,rare_deterministic,NA,NA,0.43414612901396993
prior,stableFreq,rare_deterministic,mean,NA,0.6381266813951958
prior,stableFreq,rare_deterministic,sampleSize,NA,0.6598062307675839
predictive,S1,rare_deterministic,0.225,20,0.3945880192396805
predictive,S1,rare_deterministic,0.725,70,0.8434527261638951
