"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","characterName","habitual","n_instances","time_period","rt","response","n_times","log_times"
33,"food","truthJudge","smoked cigarettes","male",NA,"Christopher","smokes cigarettes",3,"week",1803,"agree-key",780,6.65929391968364
33,"entertainment","truthJudge","went to the movies","male",NA,"Lucas","goes to the movies",3,"year",2142,"agree-key",15,2.70805020110221
33,"food","truthJudge","did cocaine","female",NA,"Elizabeth","does cocaine",3,"week",2080,"agree-key",780,6.65929391968364
33,"food","truthJudge","drank coffee","female",NA,"Amber","drinks coffee",3,"month",3750,"agree-key",180,5.19295685089021
33,"entertainment","truthJudge","went to the ballet","male",NA,"Brian","goes to the ballet",3,"year",3096,"agree-key",15,2.70805020110221
33,"employment","truthJudge","sold a company","male",NA,"David","sells companies",3,"5 years",3997,"agree-key",3,1.09861228866811
33,"food","truthJudge","did cocaine","male",NA,"Stephen","does cocaine",3,"week",2002,"agree-key",780,6.65929391968364
33,"food","truthJudge","drank beer","female",NA,"Tina","drinks beer",3,"month",1418,"agree-key",180,5.19295685089021
33,"employment","truthJudge","wrote a poem","male",NA,"Daniel","writes poems",3,"year",2103,"disagree-key",15,2.70805020110221
33,"employment","truthJudge","sold something on eBay","male",NA,"Gabriel","sells things on eBay",3,"year",3820,"disagree-key",15,2.70805020110221
33,"clothing","truthJudge","wore a suit","female",NA,"Laura","wears a suit",3,"6 months",2722,"disagree-key",30,3.40119738166216
34,"clothing","truthJudge","wore a bra","male",NA,"Greg","wears a bra",3,"week",2237,"disagree-key",780,6.65929391968364
34,"hobby","truthJudge","climbed mountains","female",NA,"Esther","climbs mountains",3,"2 years",1833,"agree-key",7.5,2.01490302054226
34,"food","truthJudge","ate caviar","female",NA,"Kathleen","eats caviar",3,"year",1261,"agree-key",15,2.70805020110221
34,"food","truthJudge","did cocaine","female",NA,"Monica","does cocaine",3,"year",3795,"agree-key",15,2.70805020110221
34,"clothing","truthJudge","wore a bra","female",NA,"Jessica","wears a bra",3,"6 months",1857,"agree-key",30,3.40119738166216
34,"clothing","truthJudge","wore socks","female",NA,"Claire","wears socks",3,"6 months",1779,"agree-key",30,3.40119738166216
34,"clothing","truthJudge","wore a watch","female",NA,"Laura","wears a watch",3,"6 months",3722,"disagree-key",30,3.40119738166216
34,"food","truthJudge","ate peanut butter","female",NA,"Sophia","eats peanut butter",3,"5 years",1965,"disagree-key",3,1.09861228866811
34,"clothing","truthJudge","wore a suit","female",NA,"Elisa","wears a suit",3,"month",2875,"agree-key",180,5.19295685089021
34,"hobby","truthJudge","played the banjo","male",NA,"Gabriel","plays the banjo",3,"year",3125,"agree-key",15,2.70805020110221
34,"clothing","truthJudge","wore a suit","male",NA,"Ben","wears a suit",3,"week",1518,"agree-key",780,6.65929391968364
34,"entertainment","truthJudge","watched professional football","male",NA,"Eric","watches professional football",3,"month",3492,"agree-key",180,5.19295685089021
34,"entertainment","truthJudge","listened to live music","male",NA,"Alexander","listens to live music",3,"month",3630,"agree-key",180,5.19295685089021
34,"food","truthJudge","drank beer","male",NA,"Ronald","drinks beer",3,"year",1918,"disagree-key",15,2.70805020110221
34,"food","truthJudge","did cocaine","male",NA,"Robert","does cocaine",3,"week",1981,"agree-key",780,6.65929391968364
34,"clothing","truthJudge","wore slacks","male",NA,"George","wears slacks",3,"6 months",1514,"agree-key",30,3.40119738166216
34,"entertainment","truthJudge","watched space launches","female",NA,"Melinda","watches space launches",3,"2 years",3162,"agree-key",7.5,2.01490302054226
34,"employment","truthJudge","sold something on eBay","female",NA,"Kristina","sells things on eBay",3,"year",1973,"agree-key",15,2.70805020110221
34,"employment","truthJudge","stole a car","male",NA,"Anthony","steals cars",3,"year",1941,"agree-key",15,2.70805020110221
34,"clothing","truthJudge","wore socks","male",NA,"Josh","wears socks",3,"week",1883,"agree-key",780,6.65929391968364
34,"hobby","truthJudge","ran","female",NA,"Bridgette","runs",3,"2 months",1878,"agree-key",90,4.49980967033027
34,"hobby","truthJudge","played tennis","male",NA,"Kyle","plays tennis",3,"5 years",2160,"disagree-key",3,1.09861228866811
34,"hobby","truthJudge","hiked","male",NA,"Derrick","hikes",3,"week",1585,"agree-key",780,6.65929391968364
34,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Doug","volunteers for soup kitchens",3,"year",3256,"agree-key",15,2.70805020110221
34,"entertainment","truthJudge","went to the movies","female",NA,"Veronica","goes to the movies",3,"year",1756,"agree-key",15,2.70805020110221
34,"employment","truthJudge","wrote a poem","female",NA,"Shannon","writes poems",3,"year",1648,"agree-key",15,2.70805020110221
34,"employment","truthJudge","sold a company","male",NA,"Scott","sells companies",3,"5 years",2476,"agree-key",3,1.09861228866811
34,"entertainment","truthJudge","went to the ballet","female",NA,"Alicia","goes to the ballet",3,"year",1892,"agree-key",15,2.70805020110221
34,"employment","truthJudge","volunteered for a political campaign","female",NA,"Hillary","volunteers for political campaigns",3,"year",2296,"agree-key",15,2.70805020110221
34,"employment","truthJudge","stole chewing gum","female",NA,"Maya","steals chewing gum",3,"5 years",3407,"disagree-key",3,1.09861228866811
34,"food","truthJudge","smoked marijuana","female",NA,"Michelle","smokes marijuana",3,"month",1401,"agree-key",180,5.19295685089021
34,"entertainment","truthJudge","listened to Pandora","male",NA,"Vince","listens to Pandora",3,"year",1825,"agree-key",15,2.70805020110221
34,"employment","truthJudge","wrote a novel","female",NA,"Tina","writes novels",3,"year",1838,"agree-key",15,2.70805020110221
34,"food","truthJudge","drank beer","female",NA,"Stephanie","drinks beer",3,"2 weeks",1841,"agree-key",390,5.96614673912369
34,"food","truthJudge","drank coffee","male",NA,"Lewis","drinks coffee",3,"2 weeks",1408,"agree-key",390,5.96614673912369
34,"food","truthJudge","drank coffee","female",NA,"Ashley","drinks coffee",3,"month",1046,"agree-key",180,5.19295685089021
34,"food","truthJudge","smoked cigarettes","male",NA,"Cameron","smokes cigarettes",3,"month",3064,"disagree-key",180,5.19295685089021
35,"clothing","truthJudge","wore a suit","female",NA,"Linda","wears a suit",3,"month",7087,"agree-key",180,5.19295685089021
35,"employment","truthJudge","sold something on eBay","female",NA,"Stephanie","sells things on eBay",3,"5 years",5084,"agree-key",3,1.09861228866811
35,"employment","truthJudge","stole a car","male",NA,"Stephen","steals cars",3,"year",4054,"agree-key",15,2.70805020110221
35,"clothing","truthJudge","wore slacks","male",NA,"Tom","wears slacks",3,"month",1502,"agree-key",180,5.19295685089021
35,"clothing","truthJudge","wore a watch","male",NA,"Brian","wears a watch",3,"6 months",3685,"agree-key",30,3.40119738166216
35,"employment","truthJudge","volunteered for a political campaign","female",NA,"Bridgette","volunteers for political campaigns",3,"year",5838,"agree-key",15,2.70805020110221
35,"employment","truthJudge","stole chewing gum","female",NA,"Jackie","steals chewing gum",3,"5 years",3774,"disagree-key",3,1.09861228866811
35,"food","truthJudge","smoked marijuana","female",NA,"Julia","smokes marijuana",3,"month",2684,"agree-key",180,5.19295685089021
35,"food","truthJudge","smoked cigarettes","male",NA,"Derrick","smokes cigarettes",3,"week",4511,"agree-key",780,6.65929391968364
35,"hobby","truthJudge","hiked","female",NA,"Veronica","hikes",3,"week",2774,"agree-key",780,6.65929391968364
35,"food","truthJudge","drank beer","female",NA,"Kristina","drinks beer",3,"2 weeks",2734,"agree-key",390,5.96614673912369
35,"hobby","truthJudge","played the banjo","female",NA,"Elisa","plays the banjo",3,"year",3207,"disagree-key",15,2.70805020110221
35,"employment","truthJudge","wrote a poem","female",NA,"Kathleen","writes poems",3,"year",4429,"disagree-key",15,2.70805020110221
35,"clothing","truthJudge","wore socks","male",NA,"Lucas","wears socks",3,"month",3069,"disagree-key",180,5.19295685089021
35,"clothing","truthJudge","wore a suit","male",NA,"Vince","wears a suit",3,"week",2990,"agree-key",780,6.65929391968364
35,"entertainment","truthJudge","listened to live music","male",NA,"Anthony","listens to live music",3,"week",3622,"agree-key",780,6.65929391968364
35,"hobby","truthJudge","climbed mountains","male",NA,"Stephen","climbs mountains",3,"year",2645,"agree-key",15,2.70805020110221
35,"clothing","truthJudge","wore a bra","male",NA,"Scott","wears a bra",3,"6 months",3382,"disagree-key",30,3.40119738166216
35,"entertainment","truthJudge","watched space launches","female",NA,"Jennifer","watches space launches",3,"month",3317,"agree-key",180,5.19295685089021
35,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Michelle","volunteers for soup kitchens",3,"year",2854,"agree-key",15,2.70805020110221
35,"food","truthJudge","drank coffee","male",NA,"Ted","drinks coffee",3,"month",3037,"disagree-key",180,5.19295685089021
35,"clothing","truthJudge","wore a bra","female",NA,"Rebecca","wears a bra",3,"week",2726,"agree-key",780,6.65929391968364
35,"employment","truthJudge","wrote a novel","female",NA,"Maya","writes novels",3,"year",3279,"agree-key",15,2.70805020110221
35,"food","truthJudge","drank coffee","female",NA,"Melinda","drinks coffee",3,"year",8981,"disagree-key",15,2.70805020110221
35,"food","truthJudge","did cocaine","female",NA,"Elizabeth","does cocaine",3,"week",9764,"agree-key",780,6.65929391968364
35,"food","truthJudge","drank beer","male",NA,"Kyle","drinks beer",3,"year",3037,"disagree-key",15,2.70805020110221
35,"clothing","truthJudge","wore socks","female",NA,"Janet","wears socks",3,"week",1998,"agree-key",780,6.65929391968364
35,"entertainment","truthJudge","went to the movies","male",NA,"Greg","goes to the movies",3,"month",2334,"agree-key",180,5.19295685089021
35,"food","truthJudge","ate caviar","female",NA,"Hillary","eats caviar",3,"5 years",3325,"disagree-key",3,1.09861228866811
35,"food","truthJudge","did cocaine","male",NA,"Jack","does cocaine",3,"5 years",1999,"disagree-key",3,1.09861228866811
35,"food","truthJudge","ate peanut butter","female",NA,"Amber","eats peanut butter",3,"month",4292,"agree-key",180,5.19295685089021
35,"entertainment","truthJudge","watched professional football","female",NA,"Monica","watches professional football",3,"2 years",3006,"disagree-key",7.5,2.01490302054226
35,"entertainment","truthJudge","went to the ballet","male",NA,"Lee","goes to the ballet",3,"2 years",2597,"disagree-key",7.5,2.01490302054226
35,"hobby","truthJudge","ran","female",NA,"Shannon","runs",3,"year",1989,"disagree-key",15,2.70805020110221
35,"entertainment","truthJudge","listened to Pandora","female",NA,"Ashley","listens to Pandora",3,"month",2981,"disagree-key",180,5.19295685089021
35,"employment","truthJudge","sold a company","male",NA,"Michael","sells companies",3,"year",2269,"agree-key",15,2.70805020110221
35,"hobby","truthJudge","played tennis","female",NA,"Tina","plays tennis",3,"year",2045,"disagree-key",15,2.70805020110221
36,"employment","truthJudge","sold a company","female",NA,"Hillary","sells companies",3,"5 years",3358,"agree-key",3,1.09861228866811
36,"clothing","truthJudge","wore a suit","male",NA,"George","wears a suit",3,"6 months",1845,"agree-key",30,3.40119738166216
36,"clothing","truthJudge","wore a bra","female",NA,"Elisa","wears a bra",3,"6 months",1141,"agree-key",30,3.40119738166216
36,"food","truthJudge","ate peanut butter","female",NA,"Julia","eats peanut butter",3,"month",1926,"agree-key",180,5.19295685089021
36,"employment","truthJudge","wrote a novel","male",NA,"Martin","writes novels",3,"year",958,"agree-key",15,2.70805020110221
36,"employment","truthJudge","wrote a poem","female",NA,"Kathleen","writes poems",3,"year",1150,"agree-key",15,2.70805020110221
36,"food","truthJudge","drank beer","female",NA,"Tina","drinks beer",3,"week",1383,"agree-key",780,6.65929391968364
36,"food","truthJudge","did cocaine","male",NA,"Lucas","does cocaine",3,"year",3566,"agree-key",15,2.70805020110221
36,"food","truthJudge","drank coffee","male",NA,"Lee","drinks coffee",3,"year",966,"agree-key",15,2.70805020110221
36,"food","truthJudge","drank beer","male",NA,"Vince","drinks beer",3,"week",2694,"disagree-key",780,6.65929391968364
36,"food","truthJudge","drank coffee","female",NA,"Crystal","drinks coffee",3,"year",1397,"disagree-key",15,2.70805020110221
36,"food","truthJudge","did cocaine","female",NA,"Stephanie","does cocaine",3,"5 years",1729,"disagree-key",3,1.09861228866811
36,"entertainment","truthJudge","went to the ballet","female",NA,"Amber","goes to the ballet",3,"month",1293,"agree-key",180,5.19295685089021
36,"entertainment","truthJudge","watched space launches","male",NA,"Anthony","watches space launches",3,"month",1969,"agree-key",180,5.19295685089021
36,"hobby","truthJudge","played tennis","male",NA,"Daniel","plays tennis",3,"5 years",1996,"disagree-key",3,1.09861228866811
36,"employment","truthJudge","sold something on eBay","female",NA,"Jackie","sells things on eBay",3,"year",9229,"agree-key",15,2.70805020110221
36,"entertainment","truthJudge","watched professional football","female",NA,"Elizabeth","watches professional football",3,"2 years",1542,"disagree-key",7.5,2.01490302054226
36,"entertainment","truthJudge","listened to live music","female",NA,"Jessica","listens to live music",3,"week",918,"agree-key",780,6.65929391968364
36,"employment","truthJudge","stole a car","male",NA,"Tim","steals cars",3,"month",1254,"agree-key",180,5.19295685089021
36,"hobby","truthJudge","climbed mountains","male",NA,"Seth","climbs mountains",3,"year",1246,"agree-key",15,2.70805020110221
36,"clothing","truthJudge","wore socks","female",NA,"Sophia","wears socks",3,"month",1111,"agree-key",180,5.19295685089021
36,"clothing","truthJudge","wore socks","male",NA,"Scott","wears socks",3,"month",1134,"agree-key",180,5.19295685089021
36,"entertainment","truthJudge","listened to Pandora","female",NA,"Ashley","listens to Pandora",3,"week",1158,"agree-key",780,6.65929391968364
36,"clothing","truthJudge","wore slacks","female",NA,"Melinda","wears slacks",3,"month",902,"agree-key",180,5.19295685089021
36,"clothing","truthJudge","wore a bra","male",NA,"Cameron","wears a bra",3,"6 months",1647,"disagree-key",30,3.40119738166216
36,"hobby","truthJudge","hiked","female",NA,"Kim","hikes",3,"2 months",1077,"agree-key",90,4.49980967033027
36,"food","truthJudge","smoked cigarettes","male",NA,"Tom","smokes cigarettes",3,"month",2709,"disagree-key",180,5.19295685089021
36,"clothing","truthJudge","wore a watch","male",NA,"Ted","wears a watch",3,"6 months",2294,"disagree-key",30,3.40119738166216
36,"food","truthJudge","smoked marijuana","female",NA,"Alicia","smokes marijuana",3,"week",1846,"agree-key",780,6.65929391968364
36,"entertainment","truthJudge","went to the movies","male",NA,"Kyle","goes to the movies",3,"month",1822,"agree-key",180,5.19295685089021
36,"employment","truthJudge","volunteered for a political campaign","male",NA,"Derrick","volunteers for political campaigns",3,"5 years",2471,"disagree-key",3,1.09861228866811
