"workerid","category","trial_type","evidenceStatement","characterGender","freqLevel","characterName","habitual","n_instances","time_period","rt","response","n_times","log_times"
62,"clothing","truthJudge","wore socks","male",NA,"Jack","wears socks",3,"week",1539,"agree-key",780,6.65929391968364
62,"employment","truthJudge","sold something on eBay","male",NA,"Daniel","sells things on eBay",3,"5 years",2179,"agree-key",3,1.09861228866811
62,"employment","truthJudge","wrote a poem","male",NA,"David","writes poems",3,"year",705,"agree-key",15,2.70805020110221
63,"entertainment","truthJudge","listened to Pandora","male",NA,"Gabriel","listens to Pandora",3,"year",4291,"agree-key",15,2.70805020110221
63,"hobby","truthJudge","climbed mountains","male",NA,"Christopher","climbs mountains",3,"year",3393,"agree-key",15,2.70805020110221
63,"clothing","truthJudge","wore a watch","female",NA,"Nicole","wears a watch",3,"6 months",3493,"disagree-key",30,3.40119738166216
63,"clothing","truthJudge","wore socks","male",NA,"Ronald","wears socks",3,"6 months",1790,"disagree-key",30,3.40119738166216
63,"food","truthJudge","did cocaine","male",NA,"Lee","does cocaine",3,"month",1747,"agree-key",180,5.19295685089021
63,"employment","truthJudge","sold something on eBay","male",NA,"Lucas","sells things on eBay",3,"5 years",2788,"disagree-key",3,1.09861228866811
63,"employment","truthJudge","wrote a novel","male",NA,"Stephen","writes novels",3,"year",2389,"agree-key",15,2.70805020110221
63,"food","truthJudge","drank beer","male",NA,"Tim","drinks beer",3,"month",1517,"disagree-key",180,5.19295685089021
63,"employment","truthJudge","wrote a poem","male",NA,"Alexander","writes poems",3,"year",2277,"agree-key",15,2.70805020110221
63,"entertainment","truthJudge","listened to live music","female",NA,"Crystal","listens to live music",3,"year",3038,"disagree-key",15,2.70805020110221
63,"entertainment","truthJudge","watched space launches","female",NA,"Kathleen","watches space launches",3,"month",2621,"agree-key",180,5.19295685089021
63,"employment","truthJudge","volunteered for a political campaign","male",NA,"Jacob","volunteers for political campaigns",3,"5 years",3277,"agree-key",3,1.09861228866811
63,"employment","truthJudge","sold a company","male",NA,"William","sells companies",3,"5 years",1437,"agree-key",3,1.09861228866811
63,"entertainment","truthJudge","went to the ballet","male",NA,"Eric","goes to the ballet",3,"2 years",1437,"agree-key",7.5,2.01490302054226
63,"food","truthJudge","smoked marijuana","female",NA,"Kelly","smokes marijuana",3,"5 years",1380,"disagree-key",3,1.09861228866811
63,"clothing","truthJudge","wore slacks","female",NA,"Jennifer","wears slacks",3,"6 months",1541,"disagree-key",30,3.40119738166216
63,"clothing","truthJudge","wore a suit","female",NA,"Hillary","wears a suit",3,"month",1477,"disagree-key",180,5.19295685089021
63,"entertainment","truthJudge","watched professional football","male",NA,"Michael","watches professional football",3,"month",2126,"agree-key",180,5.19295685089021
63,"food","truthJudge","drank coffee","male",NA,"Daniel","drinks coffee",3,"2 weeks",2781,"disagree-key",390,5.96614673912369
63,"hobby","truthJudge","played tennis","female",NA,"Jackie","plays tennis",3,"5 years",1928,"disagree-key",3,1.09861228866811
63,"clothing","truthJudge","wore a suit","male",NA,"Greg","wears a suit",3,"month",2587,"disagree-key",180,5.19295685089021
63,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"David","volunteers for soup kitchens",3,"5 years",2677,"disagree-key",3,1.09861228866811
63,"food","truthJudge","smoked cigarettes","male",NA,"Brian","smokes cigarettes",3,"month",1703,"disagree-key",180,5.19295685089021
63,"food","truthJudge","ate peanut butter","male",NA,"Martin","eats peanut butter",3,"year",1995,"disagree-key",15,2.70805020110221
63,"hobby","truthJudge","hiked","female",NA,"Brooke","hikes",3,"2 years",3256,"disagree-key",7.5,2.01490302054226
63,"food","truthJudge","did cocaine","female",NA,"Sophia","does cocaine",3,"year",1372,"agree-key",15,2.70805020110221
63,"employment","truthJudge","stole a car","female",NA,"Natalie","steals cars",3,"year",1773,"agree-key",15,2.70805020110221
63,"hobby","truthJudge","ran","male",NA,"Josh","runs",3,"year",1677,"disagree-key",15,2.70805020110221
63,"food","truthJudge","ate caviar","female",NA,"Esther","eats caviar",3,"month",3227,"agree-key",180,5.19295685089021
63,"entertainment","truthJudge","went to the movies","female",NA,"Julia","goes to the movies",3,"2 years",2007,"disagree-key",7.5,2.01490302054226
63,"clothing","truthJudge","wore a bra","female",NA,"Amber","wears a bra",3,"month",2126,"disagree-key",180,5.19295685089021
63,"hobby","truthJudge","played the banjo","male",NA,"Ted","plays the banjo",3,"year",2680,"disagree-key",15,2.70805020110221
63,"food","truthJudge","drank beer","female",NA,"Claire","drinks beer",3,"year",2154,"disagree-key",15,2.70805020110221
63,"clothing","truthJudge","wore a bra","male",NA,"Fred","wears a bra",3,"week",1677,"agree-key",780,6.65929391968364
63,"food","truthJudge","drank coffee","female",NA,"Linda","drinks coffee",3,"month",1724,"disagree-key",180,5.19295685089021
63,"employment","truthJudge","stole chewing gum","female",NA,"Bridgette","steals chewing gum",3,"month",2724,"agree-key",180,5.19295685089021
63,"clothing","truthJudge","wore socks","female",NA,"Monica","wears socks",3,"week",2287,"disagree-key",780,6.65929391968364
64,"entertainment","truthJudge","went to the ballet","female",NA,"Sophia","goes to the ballet",3,"month",5423,"agree-key",180,5.19295685089021
64,"clothing","truthJudge","wore a watch","female",NA,"Stephanie","wears a watch",3,"week",5031,"agree-key",780,6.65929391968364
64,"food","truthJudge","drank coffee","male",NA,"David","drinks coffee",3,"year",4031,"disagree-key",15,2.70805020110221
64,"hobby","truthJudge","played tennis","female",NA,"Ashley","plays tennis",3,"5 years",2704,"disagree-key",3,1.09861228866811
64,"food","truthJudge","smoked cigarettes","male",NA,"Alexander","smokes cigarettes",3,"year",2766,"disagree-key",15,2.70805020110221
64,"entertainment","truthJudge","watched professional football","female",NA,"Amber","watches professional football",3,"2 years",3141,"disagree-key",7.5,2.01490302054226
64,"food","truthJudge","ate peanut butter","female",NA,"Monica","eats peanut butter",3,"5 years",2859,"disagree-key",3,1.09861228866811
64,"hobby","truthJudge","hiked","female",NA,"Alicia","hikes",3,"2 months",2328,"agree-key",90,4.49980967033027
64,"food","truthJudge","drank beer","female",NA,"Shannon","drinks beer",3,"month",3453,"agree-key",180,5.19295685089021
64,"clothing","truthJudge","wore a bra","female",NA,"Brooke","wears a bra",3,"month",3203,"disagree-key",180,5.19295685089021
64,"clothing","truthJudge","wore socks","female",NA,"Jennifer","wears socks",3,"month",3556,"disagree-key",180,5.19295685089021
64,"entertainment","truthJudge","went to the movies","male",NA,"Ted","goes to the movies",3,"year",2890,"agree-key",15,2.70805020110221
64,"employment","truthJudge","wrote a novel","female",NA,"Bridgette","writes novels",3,"year",4250,"agree-key",15,2.70805020110221
64,"entertainment","truthJudge","watched space launches","male",NA,"Stephen","watches space launches",3,"month",4219,"agree-key",180,5.19295685089021
64,"employment","truthJudge","stole chewing gum","female",NA,"Maya","steals chewing gum",3,"month",3563,"agree-key",180,5.19295685089021
64,"clothing","truthJudge","wore a suit","male",NA,"Ben","wears a suit",3,"6 months",7204,"disagree-key",30,3.40119738166216
64,"entertainment","truthJudge","listened to live music","male",NA,"Gabriel","listens to live music",3,"week",4422,"agree-key",780,6.65929391968364
64,"clothing","truthJudge","wore a bra","male",NA,"Cameron","wears a bra",3,"week",2780,"agree-key",780,6.65929391968364
64,"hobby","truthJudge","ran","male",NA,"Brian","runs",3,"2 months",2063,"disagree-key",90,4.49980967033027
64,"food","truthJudge","did cocaine","female",NA,"Laura","does cocaine",3,"week",3109,"agree-key",780,6.65929391968364
64,"food","truthJudge","ate caviar","male",NA,"George","eats caviar",3,"month",2610,"agree-key",180,5.19295685089021
64,"entertainment","truthJudge","listened to Pandora","male",NA,"Kyle","listens to Pandora",3,"week",2484,"agree-key",780,6.65929391968364
64,"employment","truthJudge","stole a car","female",NA,"Tina","steals cars",3,"year",3891,"disagree-key",15,2.70805020110221
64,"employment","truthJudge","sold something on eBay","male",NA,"Vince","sells things on eBay",3,"year",4469,"agree-key",15,2.70805020110221
64,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Michelle","volunteers for soup kitchens",3,"5 years",6766,"disagree-key",3,1.09861228866811
64,"food","truthJudge","smoked marijuana","female",NA,"Nicole","smokes marijuana",3,"year",3875,"disagree-key",15,2.70805020110221
64,"employment","truthJudge","volunteered for a political campaign","male",NA,"Lee","volunteers for political campaigns",3,"5 years",5702,"agree-key",3,1.09861228866811
64,"clothing","truthJudge","wore slacks","male",NA,"Jack","wears slacks",3,"month",3610,"disagree-key",180,5.19295685089021
64,"hobby","truthJudge","played the banjo","male",NA,"Josh","plays the banjo",3,"5 years",2047,"disagree-key",3,1.09861228866811
64,"employment","truthJudge","wrote a poem","male",NA,"Lewis","writes poems",3,"5 years",3437,"disagree-key",3,1.09861228866811
64,"clothing","truthJudge","wore socks","male",NA,"Greg","wears socks",3,"week",2532,"agree-key",780,6.65929391968364
64,"food","truthJudge","drank coffee","female",NA,"Elizabeth","drinks coffee",3,"year",2562,"disagree-key",15,2.70805020110221
64,"food","truthJudge","drank beer","male",NA,"Michael","drinks beer",3,"year",1516,"disagree-key",15,2.70805020110221
64,"food","truthJudge","did cocaine","male",NA,"Eric","does cocaine",3,"month",2461,"agree-key",180,5.19295685089021
64,"hobby","truthJudge","climbed mountains","male",NA,"Ronald","climbs mountains",3,"year",2815,"agree-key",15,2.70805020110221
64,"employment","truthJudge","sold a company","male",NA,"Derrick","sells companies",3,"5 years",3343,"agree-key",3,1.09861228866811
64,"clothing","truthJudge","wore a suit","female",NA,"Julia","wears a suit",3,"6 months",2079,"disagree-key",30,3.40119738166216
65,"employment","truthJudge","wrote a novel","male",NA,"Kyle","writes novels",3,"5 years",6958,"agree-key",3,1.09861228866811
65,"employment","truthJudge","sold a company","male",NA,"Stephen","sells companies",3,"5 years",3871,"agree-key",3,1.09861228866811
65,"entertainment","truthJudge","watched professional football","male",NA,"Scott","watches professional football",3,"month",3542,"agree-key",180,5.19295685089021
65,"clothing","truthJudge","wore socks","female",NA,"Jennifer","wears socks",3,"6 months",7877,"disagree-key",30,3.40119738166216
65,"hobby","truthJudge","climbed mountains","male",NA,"Eric","climbs mountains",3,"5 years",2251,"agree-key",3,1.09861228866811
65,"food","truthJudge","drank beer","male",NA,"Ted","drinks beer",3,"month",2615,"agree-key",180,5.19295685089021
65,"food","truthJudge","drank coffee","female",NA,"Esther","drinks coffee",3,"2 weeks",2627,"agree-key",390,5.96614673912369
65,"food","truthJudge","drank beer","female",NA,"Stephanie","drinks beer",3,"year",4022,"disagree-key",15,2.70805020110221
65,"employment","truthJudge","sold something on eBay","male",NA,"Tom","sells things on eBay",3,"5 years",3066,"disagree-key",3,1.09861228866811
65,"clothing","truthJudge","wore a suit","female",NA,"Alicia","wears a suit",3,"month",2112,"agree-key",180,5.19295685089021
65,"entertainment","truthJudge","went to the movies","female",NA,"Ashley","goes to the movies",3,"month",1673,"agree-key",180,5.19295685089021
65,"food","truthJudge","smoked marijuana","male",NA,"Brian","smokes marijuana",3,"month",2818,"agree-key",180,5.19295685089021
65,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Hillary","volunteers for soup kitchens",3,"year",5059,"agree-key",15,2.70805020110221
65,"food","truthJudge","did cocaine","male",NA,"Lucas","does cocaine",3,"month",3598,"agree-key",180,5.19295685089021
65,"clothing","truthJudge","wore a bra","female",NA,"Melinda","wears a bra",3,"month",5583,"disagree-key",180,5.19295685089021
65,"food","truthJudge","ate peanut butter","female",NA,"Kim","eats peanut butter",3,"month",2708,"agree-key",180,5.19295685089021
65,"food","truthJudge","smoked cigarettes","female",NA,"Brooke","smokes cigarettes",3,"month",3982,"agree-key",180,5.19295685089021
65,"entertainment","truthJudge","went to the ballet","female",NA,"Kathleen","goes to the ballet",3,"month",1865,"agree-key",180,5.19295685089021
65,"employment","truthJudge","wrote a poem","male",NA,"Seth","writes poems",3,"year",1972,"disagree-key",15,2.70805020110221
65,"hobby","truthJudge","ran","female",NA,"Julia","runs",3,"2 months",1777,"agree-key",90,4.49980967033027
65,"entertainment","truthJudge","listened to live music","male",NA,"William","listens to live music",3,"week",1690,"agree-key",780,6.65929391968364
65,"clothing","truthJudge","wore a bra","male",NA,"Doug","wears a bra",3,"6 months",3107,"disagree-key",30,3.40119738166216
65,"clothing","truthJudge","wore slacks","female",NA,"Angela","wears slacks",3,"6 months",1977,"disagree-key",30,3.40119738166216
65,"food","truthJudge","ate caviar","female",NA,"Claire","eats caviar",3,"month",1722,"agree-key",180,5.19295685089021
65,"hobby","truthJudge","played the banjo","female",NA,"Nicole","plays the banjo",3,"2 years",1345,"disagree-key",7.5,2.01490302054226
65,"entertainment","truthJudge","listened to Pandora","male",NA,"Vince","listens to Pandora",3,"month",1002,"agree-key",180,5.19295685089021
65,"employment","truthJudge","stole a car","male",NA,"Stephen","steals cars",3,"month",2253,"agree-key",180,5.19295685089021
65,"clothing","truthJudge","wore a suit","male",NA,"Gabriel","wears a suit",3,"6 months",2823,"disagree-key",30,3.40119738166216
65,"hobby","truthJudge","played tennis","female",NA,"Jessica","plays tennis",3,"2 years",1085,"disagree-key",7.5,2.01490302054226
65,"clothing","truthJudge","wore socks","male",NA,"John","wears socks",3,"week",1342,"agree-key",780,6.65929391968364
65,"food","truthJudge","drank coffee","male",NA,"Christopher","drinks coffee",3,"month",1187,"agree-key",180,5.19295685089021
65,"employment","truthJudge","volunteered for a political campaign","male",NA,"Alexander","volunteers for political campaigns",3,"year",3363,"agree-key",15,2.70805020110221
65,"hobby","truthJudge","hiked","female",NA,"Elisa","hikes",3,"year",6023,"agree-key",15,2.70805020110221
65,"entertainment","truthJudge","watched space launches","female",NA,"Laura","watches space launches",3,"year",4633,"agree-key",15,2.70805020110221
65,"employment","truthJudge","stole chewing gum","female",NA,"Kelly","steals chewing gum",3,"year",4056,"disagree-key",15,2.70805020110221
65,"food","truthJudge","did cocaine","female",NA,"Natalie","does cocaine",3,"year",2366,"agree-key",15,2.70805020110221
65,"clothing","truthJudge","wore a watch","female",NA,"Elizabeth","wears a watch",3,"6 months",4771,"disagree-key",30,3.40119738166216
66,"food","truthJudge","smoked marijuana","male",NA,"Doug","smokes marijuana",3,"year",7046,"agree-key",15,2.70805020110221
66,"employment","truthJudge","sold something on eBay","male",NA,"William","sells things on eBay",3,"year",2173,"agree-key",15,2.70805020110221
66,"clothing","truthJudge","wore a suit","male",NA,"Tim","wears a suit",3,"6 months",5789,"disagree-key",30,3.40119738166216
66,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Kelly","volunteers for soup kitchens",3,"year",3332,"agree-key",15,2.70805020110221
66,"food","truthJudge","ate caviar","female",NA,"Brooke","eats caviar",3,"5 years",1923,"agree-key",3,1.09861228866811
66,"clothing","truthJudge","wore socks","male",NA,"Ronald","wears socks",3,"month",2330,"agree-key",180,5.19295685089021
66,"hobby","truthJudge","played the banjo","male",NA,"Stephen","plays the banjo",3,"year",2584,"disagree-key",15,2.70805020110221
66,"entertainment","truthJudge","went to the ballet","male",NA,"Michael","goes to the ballet",3,"month",3357,"agree-key",180,5.19295685089021
66,"food","truthJudge","drank coffee","male",NA,"Jacob","drinks coffee",3,"week",1429,"agree-key",780,6.65929391968364
66,"employment","truthJudge","volunteered for a political campaign","female",NA,"Hillary","volunteers for political campaigns",3,"year",2892,"agree-key",15,2.70805020110221
66,"food","truthJudge","did cocaine","female",NA,"Michelle","does cocaine",3,"week",4664,"agree-key",780,6.65929391968364
66,"entertainment","truthJudge","listened to live music","male",NA,"Derrick","listens to live music",3,"month",1772,"agree-key",180,5.19295685089021
66,"employment","truthJudge","stole a car","male",NA,"David","steals cars",3,"year",2561,"agree-key",15,2.70805020110221
66,"hobby","truthJudge","ran","male",NA,"Anthony","runs",3,"year",2399,"disagree-key",15,2.70805020110221
66,"clothing","truthJudge","wore a suit","female",NA,"Theresa","wears a suit",3,"month",2827,"agree-key",180,5.19295685089021
66,"entertainment","truthJudge","went to the movies","female",NA,"Esther","goes to the movies",3,"month",2051,"agree-key",180,5.19295685089021
66,"clothing","truthJudge","wore a bra","male",NA,"Brian","wears a bra",3,"month",4020,"agree-key",180,5.19295685089021
66,"employment","truthJudge","sold a company","male",NA,"Daniel","sells companies",3,"5 years",3441,"agree-key",3,1.09861228866811
66,"hobby","truthJudge","played tennis","female",NA,"Amber","plays tennis",3,"5 years",2404,"disagree-key",3,1.09861228866811
66,"entertainment","truthJudge","listened to Pandora","female",NA,"Linda","listens to Pandora",3,"week",2681,"agree-key",780,6.65929391968364
66,"clothing","truthJudge","wore a watch","male",NA,"Greg","wears a watch",3,"6 months",4826,"disagree-key",30,3.40119738166216
66,"clothing","truthJudge","wore a bra","female",NA,"Veronica","wears a bra",3,"week",2227,"agree-key",780,6.65929391968364
66,"clothing","truthJudge","wore slacks","female",NA,"Tina","wears slacks",3,"6 months",18937,"disagree-key",30,3.40119738166216
66,"employment","truthJudge","wrote a novel","male",NA,"Ted","writes novels",3,"year",3357,"agree-key",15,2.70805020110221
66,"food","truthJudge","ate peanut butter","male",NA,"Lee","eats peanut butter",3,"year",2619,"disagree-key",15,2.70805020110221
66,"food","truthJudge","did cocaine","male",NA,"Christopher","does cocaine",3,"week",1837,"agree-key",780,6.65929391968364
66,"employment","truthJudge","wrote a poem","male",NA,"Josh","writes poems",3,"5 years",4679,"agree-key",3,1.09861228866811
66,"hobby","truthJudge","hiked","male",NA,"Martin","hikes",3,"week",4108,"agree-key",780,6.65929391968364
66,"food","truthJudge","drank coffee","female",NA,"Melinda","drinks coffee",3,"year",1468,"disagree-key",15,2.70805020110221
66,"food","truthJudge","drank beer","male",NA,"Lucas","drinks beer",3,"week",2310,"agree-key",780,6.65929391968364
66,"hobby","truthJudge","climbed mountains","female",NA,"Jackie","climbs mountains",3,"5 years",2786,"agree-key",3,1.09861228866811
66,"employment","truthJudge","stole chewing gum","female",NA,"Ashley","steals chewing gum",3,"year",5990,"disagree-key",15,2.70805020110221
66,"food","truthJudge","drank beer","female",NA,"Sophia","drinks beer",3,"2 weeks",2042,"agree-key",390,5.96614673912369
66,"clothing","truthJudge","wore socks","female",NA,"Janet","wears socks",3,"month",12204,"agree-key",180,5.19295685089021
66,"entertainment","truthJudge","watched space launches","male",NA,"Fred","watches space launches",3,"2 years",3251,"agree-key",7.5,2.01490302054226
66,"entertainment","truthJudge","watched professional football","female",NA,"Julia","watches professional football",3,"2 years",2918,"agree-key",7.5,2.01490302054226
66,"food","truthJudge","smoked cigarettes","male",NA,"Kyle","smokes cigarettes",3,"month",6654,"agree-key",180,5.19295685089021
67,"hobby","truthJudge","played the banjo","female",NA,"Theresa","plays the banjo",3,"year",4523,"agree-key",15,2.70805020110221
67,"clothing","truthJudge","wore a suit","male",NA,"Christopher","wears a suit",3,"week",5373,"agree-key",780,6.65929391968364
67,"clothing","truthJudge","wore socks","female",NA,"Esther","wears socks",3,"week",2158,"agree-key",780,6.65929391968364
67,"food","truthJudge","drank beer","male",NA,"Tom","drinks beer",3,"year",2405,"disagree-key",15,2.70805020110221
67,"employment","truthJudge","stole a car","female",NA,"Jessica","steals cars",3,"year",2470,"agree-key",15,2.70805020110221
67,"employment","truthJudge","volunteered for a political campaign","male",NA,"Anthony","volunteers for political campaigns",3,"year",3223,"agree-key",15,2.70805020110221
67,"entertainment","truthJudge","listened to Pandora","male",NA,"Jack","listens to Pandora",3,"year",3134,"disagree-key",15,2.70805020110221
67,"food","truthJudge","did cocaine","male",NA,"Lewis","does cocaine",3,"year",2950,"agree-key",15,2.70805020110221
67,"employment","truthJudge","sold something on eBay","female",NA,"Maya","sells things on eBay",3,"year",2806,"agree-key",15,2.70805020110221
67,"food","truthJudge","ate peanut butter","female",NA,"Brooke","eats peanut butter",3,"month",2606,"agree-key",180,5.19295685089021
67,"food","truthJudge","drank coffee","male",NA,"Josh","drinks coffee",3,"week",2246,"agree-key",780,6.65929391968364
67,"hobby","truthJudge","played tennis","male",NA,"Ben","plays tennis",3,"2 years",3285,"disagree-key",7.5,2.01490302054226
67,"entertainment","truthJudge","went to the movies","female",NA,"Kelly","goes to the movies",3,"2 years",2247,"disagree-key",7.5,2.01490302054226
67,"entertainment","truthJudge","watched space launches","female",NA,"Julia","watches space launches",3,"month",3045,"agree-key",180,5.19295685089021
67,"clothing","truthJudge","wore a watch","male",NA,"David","wears a watch",3,"week",1646,"agree-key",780,6.65929391968364
67,"food","truthJudge","smoked cigarettes","male",NA,"Martin","smokes cigarettes",3,"week",2557,"agree-key",780,6.65929391968364
67,"food","truthJudge","smoked marijuana","male",NA,"Fred","smokes marijuana",3,"year",3199,"agree-key",15,2.70805020110221
67,"employment","truthJudge","volunteered for a soup kitchen","male",NA,"Alexander","volunteers for soup kitchens",3,"year",3974,"agree-key",15,2.70805020110221
67,"clothing","truthJudge","wore a suit","female",NA,"Kim","wears a suit",3,"6 months",5742,"agree-key",30,3.40119738166216
67,"clothing","truthJudge","wore socks","male",NA,"Lee","wears socks",3,"month",4822,"disagree-key",180,5.19295685089021
67,"employment","truthJudge","wrote a poem","female",NA,"Kristina","writes poems",3,"year",2349,"agree-key",15,2.70805020110221
67,"employment","truthJudge","sold a company","male",NA,"Greg","sells companies",3,"year",3014,"agree-key",15,2.70805020110221
67,"entertainment","truthJudge","listened to live music","female",NA,"Amber","listens to live music",3,"week",16175,"agree-key",780,6.65929391968364
67,"hobby","truthJudge","hiked","female",NA,"Rebecca","hikes",3,"2 months",1629,"agree-key",90,4.49980967033027
67,"food","truthJudge","ate caviar","female",NA,"Elisa","eats caviar",3,"month",1580,"agree-key",180,5.19295685089021
67,"entertainment","truthJudge","went to the ballet","female",NA,"Hillary","goes to the ballet",3,"year",2061,"agree-key",15,2.70805020110221
67,"hobby","truthJudge","ran","male",NA,"Daniel","runs",3,"2 months",3301,"agree-key",90,4.49980967033027
67,"hobby","truthJudge","climbed mountains","male",NA,"Derrick","climbs mountains",3,"5 years",2143,"agree-key",3,1.09861228866811
67,"food","truthJudge","drank beer","female",NA,"Kathleen","drinks beer",3,"year",2293,"disagree-key",15,2.70805020110221
67,"clothing","truthJudge","wore a bra","male",NA,"Robert","wears a bra",3,"week",2405,"agree-key",780,6.65929391968364
67,"employment","truthJudge","wrote a novel","male",NA,"Stephen","writes novels",3,"year",2197,"agree-key",15,2.70805020110221
67,"entertainment","truthJudge","watched professional football","female",NA,"Sophia","watches professional football",3,"year",3319,"disagree-key",15,2.70805020110221
67,"employment","truthJudge","stole chewing gum","female",NA,"Alicia","steals chewing gum",3,"year",2117,"agree-key",15,2.70805020110221
67,"food","truthJudge","drank coffee","female",NA,"Melinda","drinks coffee",3,"year",2334,"disagree-key",15,2.70805020110221
67,"food","truthJudge","did cocaine","female",NA,"Janet","does cocaine",3,"5 years",3431,"agree-key",3,1.09861228866811
67,"clothing","truthJudge","wore slacks","female",NA,"Monica","wears slacks",3,"week",1973,"agree-key",780,6.65929391968364
67,"clothing","truthJudge","wore a bra","female",NA,"Michelle","wears a bra",3,"month",2870,"disagree-key",180,5.19295685089021
68,"clothing","truthJudge","wore a bra","female",NA,"Melinda","wears a bra",3,"month",10671,"agree-key",180,5.19295685089021
68,"hobby","truthJudge","played the banjo","female",NA,"Angela","plays the banjo",3,"2 years",6666,"agree-key",7.5,2.01490302054226
68,"clothing","truthJudge","wore socks","female",NA,"Jennifer","wears socks",3,"6 months",7478,"agree-key",30,3.40119738166216
68,"food","truthJudge","smoked cigarettes","male",NA,"Derrick","smokes cigarettes",3,"year",5229,"agree-key",15,2.70805020110221
68,"food","truthJudge","ate peanut butter","female",NA,"Nicole","eats peanut butter",3,"5 years",7533,"agree-key",3,1.09861228866811
68,"food","truthJudge","ate caviar","male",NA,"Kyle","eats caviar",3,"year",6680,"agree-key",15,2.70805020110221
68,"clothing","truthJudge","wore a watch","female",NA,"Natalie","wears a watch",3,"week",4889,"agree-key",780,6.65929391968364
68,"employment","truthJudge","sold a company","male",NA,"Fred","sells companies",3,"year",6187,"agree-key",15,2.70805020110221
68,"employment","truthJudge","volunteered for a political campaign","female",NA,"Kathleen","volunteers for political campaigns",3,"year",7634,"agree-key",15,2.70805020110221
68,"hobby","truthJudge","played tennis","female",NA,"Esther","plays tennis",3,"year",5888,"agree-key",15,2.70805020110221
68,"clothing","truthJudge","wore a bra","male",NA,"Ronald","wears a bra",3,"month",11341,"disagree-key",180,5.19295685089021
68,"employment","truthJudge","wrote a poem","female",NA,"Julia","writes poems",3,"5 years",5250,"agree-key",3,1.09861228866811
68,"employment","truthJudge","stole chewing gum","male",NA,"Robert","steals chewing gum",3,"year",3787,"agree-key",15,2.70805020110221
68,"entertainment","truthJudge","went to the ballet","male",NA,"Gabriel","goes to the ballet",3,"2 years",5581,"agree-key",7.5,2.01490302054226
68,"food","truthJudge","drank beer","female",NA,"Ashley","drinks beer",3,"month",3896,"agree-key",180,5.19295685089021
68,"food","truthJudge","did cocaine","female",NA,"Kelly","does cocaine",3,"month",4519,"agree-key",180,5.19295685089021
68,"employment","truthJudge","volunteered for a soup kitchen","female",NA,"Veronica","volunteers for soup kitchens",3,"5 years",6125,"agree-key",3,1.09861228866811
68,"clothing","truthJudge","wore slacks","male",NA,"Cameron","wears slacks",3,"month",5398,"agree-key",180,5.19295685089021
68,"hobby","truthJudge","hiked","female",NA,"Jessica","hikes",3,"week",3054,"agree-key",780,6.65929391968364
68,"clothing","truthJudge","wore socks","male",NA,"David","wears socks",3,"6 months",4852,"agree-key",30,3.40119738166216
68,"clothing","truthJudge","wore a suit","female",NA,"Maya","wears a suit",3,"6 months",3815,"agree-key",30,3.40119738166216
68,"food","truthJudge","smoked marijuana","male",NA,"Scott","smokes marijuana",3,"week",4477,"agree-key",780,6.65929391968364
68,"employment","truthJudge","wrote a novel","male",NA,"John","writes novels",3,"5 years",3427,"agree-key",3,1.09861228866811
68,"food","truthJudge","drank coffee","female",NA,"Alicia","drinks coffee",3,"month",3725,"agree-key",180,5.19295685089021
68,"clothing","truthJudge","wore a suit","male",NA,"Jacob","wears a suit",3,"month",4683,"agree-key",180,5.19295685089021
68,"hobby","truthJudge","ran","female",NA,"Hillary","runs",3,"week",4300,"agree-key",780,6.65929391968364
68,"employment","truthJudge","sold something on eBay","female",NA,"Rebecca","sells things on eBay",3,"5 years",4941,"agree-key",3,1.09861228866811
68,"food","truthJudge","did cocaine","male",NA,"Michael","does cocaine",3,"5 years",4383,"agree-key",3,1.09861228866811
68,"employment","truthJudge","stole a car","male",NA,"Vince","steals cars",3,"5 years",4521,"agree-key",3,1.09861228866811
68,"entertainment","truthJudge","watched professional football","female",NA,"Linda","watches professional football",3,"year",7527,"disagree-key",15,2.70805020110221
68,"food","truthJudge","drank coffee","male",NA,"Stephen","drinks coffee",3,"2 weeks",4274,"agree-key",390,5.96614673912369
68,"entertainment","truthJudge","listened to live music","male",NA,"Brian","listens to live music",3,"month",5600,"agree-key",180,5.19295685089021
68,"entertainment","truthJudge","watched space launches","male",NA,"Anthony","watches space launches",3,"2 years",4109,"agree-key",7.5,2.01490302054226
68,"hobby","truthJudge","climbed mountains","male",NA,"Greg","climbs mountains",3,"2 years",4065,"agree-key",7.5,2.01490302054226
68,"food","truthJudge","drank beer","male",NA,"Tom","drinks beer",3,"2 weeks",4248,"agree-key",390,5.96614673912369
68,"entertainment","truthJudge","listened to Pandora","female",NA,"Tina","listens to Pandora",3,"year",5841,"agree-key",15,2.70805020110221
68,"entertainment","truthJudge","went to the movies","female",NA,"Kristina","goes to the movies",3,"month",4162,"agree-key",180,5.19295685089021
69,"employment","truthJudge","sold a company","male",NA,"Martin","sells companies",3,"5 years",5322,"agree-key",3,1.09861228866811
69,"food","truthJudge","ate peanut butter","female",NA,"Julia","eats peanut butter",3,"5 years",2954,"agree-key",3,1.09861228866811
69,"clothing","truthJudge","wore socks","female",NA,"Melinda","wears socks",3,"6 months",2671,"agree-key",30,3.40119738166216
